,source,link,title
74,Times Of India,https://www.hindustantimes.com//entertainment/bollywood/kubbra-sait-gets-on-board-for-onir-s-i-am-sequel-titled-we-are-101626980521634.html,"

Kubbra Sait gets on board for Onir’s I Am sequel titled We Are

"
75,Times Of India,https://www.hindustantimes.com//entertainment/bollywood/soha-ali-khan-suriya-and-radhika-apte-receive-covid-19-vaccine-share-pics-101624368647203.html,"

Soha Ali Khan, Suriya, Radhika Apte receive Covid-19 vaccine

"
76,Times Of India,https://www.hindustantimes.com//entertainment/bollywood/russell-crowe-amplifies-fan-s-tweet-asking-him-to-work-with-kangana-ranaut-101628852185427.html,"

Russell Crowe amplifies fan's tweet asking him to work with Kangana Ranaut

"
77,Times Of India,https://www.hindustantimes.com//entertainment/bollywood/kangana-ranaut-steps-out-for-ice-cream-date-with-sister-rangoli-chandel-and-her-nephew-in-budapest-see-pics-101628594749923.html,"

Kangana Ranaut steps out for ice cream date with Rangoli and her nephew

"
78,Times Of India,https://www.hindustantimes.com//cities/mumbai-news/defamtion-case-kangana-ranaut-trying-to-delay-proceeding-javed-akhtar-tells-bombay-hc-101628536157110.html,"

Defamtion case: Kangana Ranaut trying to delay proceeding, Javed Akhtar tells Bombay HC

"
79,Times Of India,https://www.hindustantimes.com//sports/football/reborn-romelu-lukaku-returns-to-chelsea-at-peak-of-his-powers-101628821331823.html,"

Reborn Lukaku returns to Chelsea at peak of his powers

"
80,Times Of India,https://www.hindustantimes.com//sports/football/euro-2020-current-leader-in-the-race-to-golden-boot-ahead-of-semifinals-involving-cristiano-ronaldo-patrik-schick-and-romelu-lukaku-101625408477216.html,"

Euro 2020: Current leader in the race to Golden Boot ahead of semifinals

"
81,Times Of India,https://www.hindustantimes.com//sports/football/remade-in-inter-lukaku-aims-for-italy-101625154638122.html,"

Remade in Inter, Lukaku aims for Italy

"
82,Times Of India,https://www.hindustantimes.com//sports/football/spanish-league-gets-approval-for-multibillion-dollar-deal-101628837816600.html,"

Spanish league gets approval for multibillion-dollar deal

"
83,Times Of India,https://www.hindustantimes.com//sports/football/spanish-league-gets-approval-for-multibillion-dollar-deal-101628820301751.html,"

Spanish league gets approval for multibillion-dollar deal

"
84,Times Of India,https://www.hindustantimes.com//sports/football/real-madrid-suing-league-president-over-deal-with-investment-fund-101628604802938.html,"

Real Madrid suing league president over deal with investment fund

"
85,Times Of India,https://www.hindustantimes.com//world-news/judge-won-t-move-trial-in-floyd-s-death-13th-juror-picked-101616197073946.html,"

Judge won't move trial in Floyd's death; 13th juror picked

"
86,Times Of India,https://www.hindustantimes.com//art-and-culture/inked-incognito-here-s-some-of-the-best-covid-era-street-art-from-around-the-world/story-QwOMIr0ZR3CLLoDrBZvueK.html,"

Inked incognito: Here’s some of the best Covid-era street art from around the world

"
87,Times Of India,https://www.hindustantimes.com//fashion-and-trends/coronavirus-pandemic-surgical-or-homemade-masks-mark-a-major-shift-in-thinking/story-UrabJmdN0vxBSc2sG555ZI.html,"

Coronavirus pandemic: Surgical or homemade, masks mark a major shift in thinking

"
88,Times Of India,https://www.hindustantimes.com//cities/others/wlsos-foresters-rescue-24-reptiles-from-agra-snake-charmers-101628611521912.html,"

WL-SOS, foresters rescue 24 reptiles from Agra snake charmers

"
89,Times Of India,https://www.hindustantimes.com//cities/lucknow-news/young-and-fearless-they-show-nerves-of-steel-to-rescue-snakes-in-uttar-pradesh-101628519956415.html,"

Young and fearless: They display nerves of steel to rescue snakes in Uttar Pradesh

"
90,Times Of India,https://www.hindustantimes.com//india-news/snake-found-onboard-mumbai-bound-indigo-flight-at-kolkata-airport-101628435860470.html,"

Snake found onboard Mumbai-bound IndiGo flight at Kolkata airport

"
91,Times Of India,https://www.hindustantimes.com//education/competitive-exams/kcet-admit-card-2021-released-direct-link-how-to-download-here-101628823218997.html,"

KCET Admit Card 2021 released, direct link & how to download here 

"
92,Times Of India,https://www.hindustantimes.com//education/exam-results/bpsc-assistant-engineer-final-result-and-answer-key-released-at-bpscbihnicin-101626341641826.html,"

BPSC assistant engineer final result and answer key released at bpsc.bih.nic.in

"
93,Times Of India,https://www.hindustantimes.com//education/competitive-exams/bpsc-ae-exam-2021-date-announced-on-bpscbihnicin-101625904868124.html,"

BPSC AE Exam 2021 date announced on bpsc.bih.nic.in

"
94,Times Of India,https://www.hindustantimes.com//education/competitive-exams/bpsc-apo-main-2021-exam-schedule-released-admit-cards-from-august-16-101625838380043.html,"

BPSC APO Main 2021 exam schedule released, admit cards from August 16

"
95,Times Of India,https://www.hindustantimes.com//india-news/vehicle-scrappage-policy-catalyst-for-change-pm-modi-101628853653753.html,"

Vehicle scrappage policy catalyst for change: PM Modi

"
96,Times Of India,https://www.hindustantimes.com//india-news/heres-all-you-need-to-know-about-the-vehicle-scrappage-policy-gadkari-announced-101616127199343.html,"

Here’s all you need to know about the vehicle scrappage policy Gadkari announced

"
97,Times Of India,https://www.hindustantimes.com//india-news/govt-announces-vehicle-scrappage-policy-all-you-need-to-know-101616078006047.html,"

Govt announces vehicle scrappage policy: All you need to know

"
98,Times Of India,https://www.hindustantimes.com//lifestyle/relationships/britney-spears-father-james-spears-will-step-down-from-the-conservatorship-101628818920665.html,"

Britney Spears’ dad will exit conservatorship, but not yet

"
99,Times Of India,https://www.hindustantimes.com//lifestyle/relationships/britney-spears-files-petition-to-remove-her-father-from-her-conservatorship-101627354908999.html,"

Britney Spears files petition to remove her father from her conservatorship

"
100,Times Of India,https://www.hindustantimes.com//entertainment/hollywood/samantha-stark-emmy-nods-for-framing-britney-spears-signifies-that-people-are-ready-to-believe-her-101627136596053.html,"

Samantha Stark: Emmy nods for Framing Britney Spears signifies that people are ready to believe her

"
101,Times Of India,https://www.hindustantimes.com//cricket/rohit-sharma-is-the-opener-india-always-needed-101628865233616.html,"

Rohit Sharma is the opener India always needed

"
102,Times Of India,https://www.hindustantimes.com//cricket/twitter-flooded-with-hilarious-memes-after-india-s-middle-order-failure-at-lords-101628862639867.html,"

Twitter flooded with hilarious memes after India's middle-order fails again

"
103,Times Of India,https://www.hindustantimes.com//cricket/virat-still-getting-the-40s-but-rahane-pujara-the-real-worry-former-india-pacer-concerned-about-middle-order-batting-101628862200513.html,"

'He scored that century at MCG but didn't gain any confidence from it'

"
104,Times Of India,https://www.hindustantimes.com//lifestyle/festivals/august-2021-festivals-here-s-a-complete-list-of-all-the-festivals-in-august-101628075762320.html,"

August 2021 festivals: Here's a complete list of all the festivals in August

"
105,Times Of India,https://www.hindustantimes.com//india-news/dalits-protest-outside-police-station-in-up-town-after-clashes-in-which-9-were-injured/story-tbVJCBRhyQMvR5cCRfOZKM.html,"

Dalits protest outside police station in UP town after clashes in which 9 were injured

"
106,Times Of India,https://www.hindustantimes.com//lucknow/women-wrestlers-in-varanasi-make-new-beginning-swing-maces-clubs/story-NKhlf9lPimUGnb4XIU7QKK.html,"

Women wrestlers in Varanasi make new beginning; swing maces, clubs

"
107,The Hindu,https://www.thehindu.com//entertainment/movies/netrikann-review-a-middling-thriller-that-packs-in-oodles-of-sentiment/article35897421.ece,"
‘Netrikann’ review: A middling thriller that packs in oodles of sentiment "
108,The Hindu,https://www.thehindu.com//entertainment/movies/netrikann-trailer-nayanthara-stars-in-high-stakes-murder-mystery/article35601008.ece,"
‘Netrikann’ trailer: Nayanthara stars in high-stakes murder mystery "
109,The Hindu,https://www.thehindu.com//todays-paper/tp-sports/the-domestic-grind-resumes/article33884788.ece,"
The domestic grind resumes "
110,The Hindu,https://www.thehindu.com//sport/cricket/hazare-trophy-the-domestic-grind-resumes/article33883043.ece,"
Hazare Trophy | The domestic grind resumes "
111,The Hindu,https://www.thehindu.com//news/top-news-of-the-day-august-13-2021-taliban-control-17-of-afghanistans-34-provincial-capitals-bharat-biotechs-nasal-covid-19-vaccine-gets-nod-for-phase-23-trial-and-more/article35898901.ece,"
Top news of the day: Taliban control 17 of Afghanistan’s 34 provincial capitals; Bharat Biotech’s nasal COVID-19 vaccine gets nod for phase 2/3 trial, and more "
112,The Hindu,https://www.thehindu.com//news/national/taliban-gains-complicate-indias-options/article35898057.ece,"
Taliban gains complicate India’s options "
113,The Hindu,https://www.thehindu.com//todays-paper/tp-sports/pakistan-342/article35889403.ece,"
Pakistan 34/2 "
114,The Hindu,https://www.thehindu.com//todays-paper/tp-sports/alam-and-butt-in-good-nick/article34454539.ece,"
Alam and Butt in good nick "
115,The Hindu,https://www.thehindu.com//sport/football/english-premier-league-harry-kane-transfer-saga-could-define-season/article35887579.ece,"
English Premier League | Harry Kane transfer saga could define season "
116,The Hindu,https://www.thehindu.com//todays-paper/tp-sports/kane-transfer-saga-could-define-season/article35889191.ece,"
Kane transfer saga could define season "
117,The Hindu,https://www.thehindu.com//entertainment/movies/netrikann-review-a-middling-thriller-that-packs-in-oodles-of-sentiment/article35897421.ece,"
‘Netrikann’ review: A middling thriller that packs in oodles of sentiment "
118,The Hindu,https://www.thehindu.com//entertainment/music/how-singer-poorvi-koutish-landed-jwalamukhi-from-ar-rahmans-99-songs/article31184336.ece,"
‘Jwalamukhi’ and me: How singer Poorvi Koutish landed AR Rahman’s ‘99 Songs’ "
119,The Hindu,https://www.thehindu.com//sport/cricket/india-tour-of-england-england-vs-india-second-test-at-lords-in-london-day-2/article35897640.ece,"
Eng. vs Ind. second Test | Anderson's five-for pegs India back, England 23/0 at tea "
120,The Hindu,https://www.thehindu.com//sport/cricket/india-tour-of-england-england-vs-india-first-test-in-nottingham-day-3/article35773440.ece,"
Eng vs Ind 1st Test | Robinson takes five-for as Jadeja and tail give India edge "
121,The Hindu,https://www.thehindu.com//todays-paper/tp-national/tp-telangana/bonalu-celebrated-with-fervour-at-lal-darwaza/article35673481.ece,"
Bonalu celebrated with fervour at Lal Darwaza "
122,The Hindu,https://www.thehindu.com//todays-paper/tp-national/tp-andhrapradesh/inquiry-on-fake-caste-certificates/article35673658.ece,"
Inquiry on fake caste certificates "
123,The Hindu,https://www.thehindu.com//entertainment/movies/vikrant-massey-radhika-apte-to-play-leads-in-crime-thriller-forensic/article35577966.ece,"
Vikrant Massey, Radhika Apte to play leads in crime thriller ‘Forensic’ "
124,The Hindu,https://www.thehindu.com//entertainment/movies/rajkummar-rao-radhika-apte-to-star-in-vasan-balas-monica-o-my-darling/article35577935.ece,"
Rajkummar Rao, Radhika Apte to star in Vasan Bala’s ‘Monica, O My Darling’ "
125,The Hindu,https://www.thehindu.com//news/cities/mumbai/bombay-high-court-to-hear-kangana-ranauts-plea-to-quash-fir-against-her-on-sept-13/article35867819.ece,"
Bombay High Court to hear Kangana Ranaut’s plea to quash FIR against her on Sept. 13 "
126,The Hindu,https://www.thehindu.com//todays-paper/tp-national/hc-to-hear-kanganas-plea-to-quash-fir-against-her-on-sept-13/article35867961.ece,"
HC to hear Kangana’s plea to quash FIR against her on Sept. 13 "
127,The Hindu,https://www.thehindu.com//sport/football/english-premier-league-harry-kane-transfer-saga-could-define-season/article35887579.ece,"
English Premier League | Harry Kane transfer saga could define season "
128,The Hindu,https://www.thehindu.com//todays-paper/tp-sports/kane-transfer-saga-could-define-season/article35889191.ece,"
Kane transfer saga could define season "
129,The Hindu,https://www.thehindu.com//sport/football/lionel-messi-reaches-agreement-on-move-to-psg-report/article35834959.ece,"
Lionel Messi flies in to complete move to Paris Saint-Germain "
130,The Hindu,https://www.thehindu.com//sport/football/explained-why-messi-cannot-continue-at-barcelona/article35828917.ece,"
Explained | Why Messi cannot continue at Barcelona "
131,The Hindu,https://www.thehindu.com//news/national/ban-on-production-of-specific-plastic-goods-from-july-2022/article35902096.ece,"
Ban on production of specific plastic goods from July 2022 "
132,The Hindu,https://www.thehindu.com//news/national/bharat-biotechs-nasal-covid-19-vaccine-gets-nod-for-phase-23-trial/article35898374.ece,"
Bharat Biotech’s intranasal vaccine gets the nod for phase 2/3 trial "
133,The Hindu,https://www.thehindu.com//todays-paper/tp-national/tp-telangana/advisory-against-cruelty-to-snakes-on-nagapanchami/article35889349.ece,"
Advisory against cruelty to snakes on Nagapanchami "
134,The Hindu,https://www.thehindu.com//news/cities/Hyderabad/advisory-against-cruelty-to-snakes-on-nagapanchami/article35882554.ece,"
Advisory against cruelty to snakes on Nagapanchami "
135,The Hindu,https://www.thehindu.com//todays-paper/tp-national/query-on-role-of-governor-causes-flutter/article28460485.ece,"
Query on role of Governor causes flutter "
136,The Hindu,https://www.thehindu.com//news/national/karnataka/keep-your-strengths-and-weaknesses-in-mind-when-choosing-career-path/article27250505.ece,"
‘Keep your strengths and weaknesses in mind when choosing career path’ "
137,The Hindu,https://www.thehindu.com//news/top-news-of-the-day-august-13-2021-taliban-control-17-of-afghanistans-34-provincial-capitals-bharat-biotechs-nasal-covid-19-vaccine-gets-nod-for-phase-23-trial-and-more/article35898901.ece,"
Top news of the day: Taliban control 17 of Afghanistan’s 34 provincial capitals; Bharat Biotech’s nasal COVID-19 vaccine gets nod for phase 2/3 trial, and more "
138,The Hindu,https://www.thehindu.com//news/national/scrappage-policy-will-help-phase-out-unfit-polluting-vehicles-pm-modi/article35891721.ece,"
PM introduces policy aimed at phasing out old and unfit vehicles "
139,The Hindu,https://www.thehindu.com//entertainment/britney-spears-father-agrees-to-step-down-from-conservatorship/article35889705.ece,"
Britney Spears’ father agrees to step down from conservatorship "
140,The Hindu,https://www.thehindu.com//todays-paper/tp-international/i-quit-says-britney-spears-in-new-furious-instagram-post/article35400320.ece,"
'I quit!' says Britney Spears in new, furious Instagram post "
141,The Hindu,https://www.thehindu.com//news/top-news-of-the-day-august-13-2021-taliban-control-17-of-afghanistans-34-provincial-capitals-bharat-biotechs-nasal-covid-19-vaccine-gets-nod-for-phase-23-trial-and-more/article35898901.ece,"
Top news of the day: Taliban control 17 of Afghanistan’s 34 provincial capitals; Bharat Biotech’s nasal COVID-19 vaccine gets nod for phase 2/3 trial, and more "
142,The Hindu,https://www.thehindu.com//sport/cricket/india-tour-of-england-england-vs-india-second-test-at-lords-in-london-day-2/article35897640.ece,"
Eng. vs Ind. second Test | Anderson's five-for pegs India back, England 23/0 at tea "
143,The Hindu,https://www.thehindu.com//todays-paper/tp-national/tp-andhrapradesh/day-after-nag-panchami-tribals-celebrate-siral-puja/article28841784.ece,"
Day after Nag Panchami, tribals celebrate Siral puja "
144,The Hindu,https://www.thehindu.com//news/cities/Mangalore/towards-eco-friendlynaga-panchami/article28828314.ece,"
Towards eco-friendlyNaga Panchami "
